date,wifi status,tablet status,phone status,temp,heating degree,cooling degree,precipitation,snowfall,snow/ice depth,census
19/08/2018,up,up,up,2,29,0,0,0,0,3950
20/08/2018,up,up,up,2,29,0,0,0,0,3778
21/08/2018,up,up,up,2,29,0,0,0,0,3785
22/08/2018,up,up,up,2,29,0,0,0,0,3620
23/08/2018,up,up,up,2,29,0,0,0,0,3696
24/08/2018,up,up,up,2,29,0,0,0,0,3391
25/08/2018,up,up,up,2,29,0,0,0,0,3732
26/08/2018,up,up,up,2,29,0,0,0,0,3419
27/08/2018,up,up,up,2,29,0,0,0,0,1122
28/08/2018,up,up,up,2,29,0,0,0,0,2078
29/08/2018,up,up,up,2,29,0,0,0,0,1457
30/08/2018,up,up,up,2,29,0,0,0,0,2406
31/08/2018,up,up,up,2,29,0,0,0,0,2407
01/09/2018,up,up,up,23,0,8.5,0,0,0,1791
02/09/2018,up,up,up,24,0,9.5,0,0,0,1277
03/09/2018,up,up,up,28,0,17.5,0,0,0,1253
04/09/2018,up,up,up,29,0,19.5,0,0,0,3809
05/09/2018,up,up,up,28,0,18,0,0,0,3333
06/09/2018,up,up,up,2,29,0,0,0,0,3347
07/09/2018,up,up,up,22,0,7,1.00E-04,0,0,1709
08/09/2018,up,up,up,2,29,0,0,0,0,2682
09/09/2018,up,up,up,2,29,0,0,0,0,1590
10/09/2018,up,up,up,2,29,0,0,0,0,3866
11/09/2018,up,up,up,2,29,0,0,0,0,2453
12/09/2018,up,up,up,2,29,0,0,0,0,1109
13/09/2018,up,up,up,2,29,0,0,0,0,3546
14/09/2018,up,up,up,2,29,0,0,0,0,1769
15/09/2018,up,up,up,2,29,0,0,0,0,1311
16/09/2018,up,up,up,2,29,0,0,0,0,1705
17/09/2018,up,up,up,2,29,0,0,0,0,2495
18/09/2018,up,up,up,2,29,0,0,0,0,2600
19/09/2018,up,up,up,2,29,0,0,0,0,1180
20/09/2018,up,up,up,2,29,0,0,0,0,1307
21/09/2018,up,up,up,2,29,0,0,0,0,1622
22/09/2018,up,up,up,2,29,0,0,0,0,3446
23/09/2018,up,up,up,2,29,0,0,0,0,1421
24/09/2018,up,up,up,2,29,0,0,0,0,2209
25/09/2018,up,up,up,2,29,0,0,0,0,1323
26/09/2018,up,up,up,2,29,0,0,0,0,3171
27/09/2018,up,up,up,2,29,0,0,0,0,2257
28/09/2018,up,up,up,2,29,0,0,0,0,1419
29/09/2018,up,up,up,2,29,0,0,0,0,2195
30/09/2018,up,up,up,2,29,0,0,0,0,1426
01/10/2018,up,up,up,21,0,4.5,0,0,0,1215
02/10/2018,up,up,up,2,29,0,0,0,0,3136
03/10/2018,up,up,up,2,29,0,0,0,0,3928
04/10/2018,up,up,up,20,0,3.5,0.04,0,0,1139
05/10/2018,up,up,up,19,0,0.5,0,0,0,1783
06/10/2018,up,up,up,2,29,0,0,0,0,3463
07/10/2018,up,up,up,2,29,0,0,0,0,3276
08/10/2018,up,up,up,2,29,0,0,0,0,1807
09/10/2018,up,up,up,2,29,0,0,0,0,1511
10/10/2018,up,up,up,2,29,0,0,0,0,2949
11/10/2018,up,up,up,2,29,0,0,0,0,1552
12/10/2018,up,up,up,2,29,0,0,0,0,1160
13/10/2018,up,up,up,2,29,0,0,0,0,3897
14/10/2018,up,up,up,2,29,0,0,0,0,2039
15/10/2018,up,up,up,2,29,0,0,0,0,2599
16/10/2018,up,up,up,2,29,0,0,0,0,1678
17/10/2018,up,up,up,2,29,0,0,0,0,2256
18/10/2018,up,up,up,2,29,0,0,0,0,1930
19/10/2018,up,up,up,2,29,0,0,0,0,2056
20/10/2018,up,up,up,2,29,0,0,0,0,3745
21/10/2018,up,up,up,2,29,0,0,0,0,3090
22/10/2018,up,up,up,2,29,0,0,0,0,2263
23/10/2018,up,up,up,2,29,0,0,0,0,1300
24/10/2018,up,up,up,2,29,0,0,0,0,3512
25/10/2018,up,up,up,2,29,0,0,0,0,3703
26/10/2018,up,up,up,2,29,0,0,0,0,1919
27/10/2018,up,up,up,2,29,0,0,0,0,1807
28/10/2018,up,up,up,2,29,0,0,0,0,3710
29/10/2018,up,up,up,2,29,0,0,0,0,2454
30/10/2018,up,up,up,2,29,0,0,0,0,1809
31/10/2018,up,up,up,2,29,0,0,0,0,2901
01/11/2018,up,up,up,2,29,0,0,0,0,1435
02/11/2018,up,up,up,2,29,0,0,0,0,1445
03/11/2018,up,up,up,2,29,0,0,0,0,2068
04/11/2018,up,up,up,9,16,0,0,0,0,1536
05/11/2018,up,up,up,10,14.5,0,0.3,0,0,1098
06/11/2018,up,up,up,12,11,0,0.68,0,0,3132
07/11/2018,up,up,up,14,8.5,0,0,0,0,2304
08/11/2018,up,up,up,2,29,0,0,0,0,3211
09/11/2018,up,up,up,2,29,0,0,0,0,3476
10/11/2018,up,up,up,2,29,0,0,0,0,2498
11/11/2018,up,up,up,2,29,0,0,0,0,2843
12/11/2018,up,up,up,2,29,0,0,0,0,3871
13/11/2018,up,up,up,2,29,0,0,0,0,1780
14/11/2018,up,up,up,2,29,0,0,0,0,2249
15/11/2018,up,up,up,2,29,0,0,0,0,3240
16/11/2018,up,up,up,2,29,0,0,0,0,3534
17/11/2018,up,up,up,2,29,0,0,0,0,2704
18/11/2018,up,up,up,2,29,0,0,0,0,3061
19/11/2018,up,up,up,2,29,0,0,0,0,3621
20/11/2018,up,up,up,2,29,0,0,0,0,3867
21/11/2018,up,up,up,2,29,0,0,0,0,3377
22/11/2018,up,up,up,2,29,0,0,0,0,2602
23/11/2018,up,up,up,2,29,0,0,0,0,2699
24/11/2018,up,up,up,2,29,0,0,0,0,1736
25/11/2018,up,up,up,2,29,0,0,0,0,2911
26/11/2018,up,up,up,2,29,0,0,0,0,1345
27/11/2018,up,up,up,2,29,0,0,0,0,1950
28/11/2018,up,up,up,2,29,0,0,0,0,2866
29/11/2018,up,up,up,2,29,0,0,0,0,1890
30/11/2018,up,up,up,2,29,0,0,0,0,2767
01/12/2018,up,up,up,5,24,0,0.05,0,0,3496
02/12/2018,up,up,up,9,16,0,0.59,0,0,2588
03/12/2018,up,up,up,10,14.5,0,0,0,0,1486
04/12/2018,up,up,up,4,26.5,0,0,0,0,3305
05/12/2018,up,up,up,2,29,0,0,0,0,3612
06/12/2018,up,up,up,2,30,0,0,0,0,2389
07/12/2018,up,up,up,1,31.5,0,0,0,0,2099
08/12/2018,up,up,up,-1,35,0,0,0,0,1197
09/12/2018,up,up,up,0,33,0,0,0,0,1264
10/12/2018,up,up,up,1,31,0,0,0,0,1304
11/12/2018,up,up,no,2,30,0,0,0,0,1836
12/12/2018,up,up,up,3,28,0,0,0,0,1000
13/12/2018,up,no,up,2,28.5,0,0.03,0.001,0,877
14/12/2018,up,up,up,8,19.5,0,0.1,0,0,1126
15/12/2018,up,up,up,9,16,0,0.14,0,0,958
16/12/2018,up,up,up,5,24.5,0,1.43,0.001,0,1128
17/12/2018,up,up,up,5,23.5,0,0.03,0,0,1509
18/12/2018,up,up,up,1,31,0,0,0,0,2474
19/12/2018,up,up,up,1,31,0,0,0,0,1929
20/12/2018,up,up,up,6,23,0,0.22,0,0,2560
21/12/2018,up,up,up,12,11,0,1.61,0,0,2126
22/12/2018,up,up,up,8,18,0,0.02,0,0,2398
23/12/2018,no,up,up,4,25.5,0,0,0,0,1834
24/12/2018,up,up,up,4,25.5,0,0.12,0.001,0,2094
25/12/2018,up,up,up,1,32,0,0.23,0.001,0,2116
26/12/2018,up,up,up,-4,39.5,0,0,0,0,2089
27/12/2018,up,up,up,-6,44.5,0,0,0,0,2246
28/12/2018,up,up,up,-10,50.5,0,0,0,0,2384
29/12/2018,up,up,up,-9,48.5,0,0,0,0,3011
30/12/2018,up,up,up,-7,45,0,0.05,0,0,4274
31/12/2018,no,no,up,-9,50,0,0,0,0.01,5720
